title,genres,where_to_watch
Luv Pub: Pilot,"Romance, Life, Youth, Drama",
Let's Make a New Start,"Romance, Drama, Family, Melodrama",
Madam Cha Dal Rae's Love,"Comedy, Romance, Family, Melodrama",
Riding Dongdang,"Comedy, Youth, Sports",KOK TV
Secret Crushes,"Romance, Youth, Drama",
Blue Temperature,"Romance, Youth",KOK TV
You & It,"Romance, Sci-Fi",
Travel Through Romance Season 2,"Food, Adventure, Romance",
I Need Standards 2,"Comedy, Romance",
Anonymous High School Girl,"Mystery, Romance, Youth, Drama",
Afternoon in a Small City,Comedy,
Horror Delivery Service,"Mystery, Horror, Supernatural",AsianCrush
Genome’s Romance,"Comedy, Romance","Viki, Kocowa"
"Teacher, Would You Like to Date Me?","Romance, Youth, Drama",
Youtuber Class Season 2,"Life, Youth",KOK TV
Starting Point of Dating,"Comedy, Romance, Youth",
Cheers to Me,"Food, Life","AsianCrush, Viki"
72 Seconds Season 2,"Comedy, Romance, Life",
Thumbs Up Feeds Me,"Comedy, Drama",Lululala Story Lab
Deux Yeoza Season 2,"Comedy, Life",
Idol Fever,"Comedy, Romance, Drama, Melodrama",
Convenience Store Junkies,Drama,
I:LOVE:DM,"Romance, Youth",
Bubble Up,"Romance, Life, Youth, Drama",Viki
SF8,"Romance, Sci-Fi, Fantasy","Wavve, Kocowa"
Cast: The Golden Age of Insiders,"Comedy, Youth, Drama, Sitcom","tvN D STORY, Kocowa"
Don't Worry Apricot,"Youth, Fantasy",
My Ghost Brother,"Comedy, Romance, Fantasy",
Good People,"Life, Drama, Family, Melodrama",
Life Tracker Lee Jae Goo,"Law, Drama, Family",
20+1,Drama,
Mumul Zzumul,"Youth, Drama",
My Rocket Ship,"Business, Life, Youth, Drama",
Great First Wives,"Drama, Family, Melodrama",
Save Me Oldie,"Comedy, Drama",
Me and My Grantopia,Sci-Fi,tvN D STORY
"Life of Jung, Lee, Ro, and Woon","Life, Political",
A Model Student,"Crime, Life, Drama",
Girl’s War,"Youth, Drama",Viki
Tutorial,Romance,
The World of CC,"Romance, Youth, Drama",
Shall We That’s,"Life, Drama, Melodrama",
Three Sided Love,Romance,
Focus to You 3,"Comedy, Romance, Youth",
Youth on the Road,Comedy,KOK TV
Multi Personality Girl,"Romance, Youth",CheezeFilm
Just Friend,"Comedy, Romance",
Miss Mamma Mia,"Romance, Drama, Melodrama",
Webtoon Hero - Tundra Show Season 2,Family,
When Life Gives You Lemons,"Comedy, Life",
Confession Company,Romance,
Themselves,"Romance, Drama",
72 Seconds Season 3,"Comedy, Romance, Life",
I Ate Well Today,"Comedy, Life",tvN D STORY
Dear My Girlfriend,"Romance, Drama",
Girlfriend in the Men's Group,"Comedy, Romance, Youth",CheezeFilm
Focus to You 2,"Comedy, Romance, Youth",
Immortal Goddess,"Comedy, Romance, Drama, Supernatural",Prime Video
Issue Makers,"Comedy, Drama","Viki, Kocowa"
Mysterious Nurse,"Romance, Drama, Medical, Fantasy","Prime Video, Kocowa"
Nice Na Ik Soo,"Comedy, Drama",
Work & Love Balance,"Romance, Life",
High! Touch,"Romance, Youth, Drama",
Love #Hashtag,"Comedy, Romance, Youth",
College Life That Everyone Wants,Youth,
88 Street,Drama,
About Youth,"Business, Life",Vanilasee
Jal Pa Gin Love,"Romance, Drama",
Love in Blue,"Comedy, Romance",
Green Fever,Comedy,Kocowa
Lemon Car Video,Romance,"tvN D STORY, TVING"
Single Wife,"Comedy, Romance, Drama","Apple TV, Viki"
Romantic Boss,"Comedy, Romance, Life, Drama",
The All-Round Wife,"Drama, Family, Melodrama","Prime Video, KBS World, Viki, Kocowa"
Focus to You,"Comedy, Romance, Youth",
Tickle Tickle,Romance,
Shady Mom-in-Law,"Mystery, Romance, Drama, Melodrama",
3 AM,Drama,
Swan,Medical,
Our Friendship 0.5cm,Life,
City of the Sun,"Mystery, Law, Drama, Melodrama",
Dxyz,"Comedy, Life",
Dalgona Season 2,"Youth, Drama",
Happy Ending,"Psychological, Romance, Supernatural",
Trust Us and Be Patient,"Life, Youth",
Supernatural,"Comedy, Romance, Supernatural",
Scene Number Paran,"Comedy, Romance, Youth","Viki, Kocowa"
Super Smart Quiz Show,"Youth, Sci-Fi",
The One Serving House,"Comedy, Romance, Drama",
Take Care Of The Goddess,"Romance, Drama",
Detective Alice Season 2,"Food, Mystery, Comedy, Romance",Kocowa
Detective Alice 2,"Food, Mystery, Comedy, Romance",Kocowa
The Superman Age,"Comedy, Supernatural",
A Touch on Your Cheek,"Comedy, Romance, Fantasy",
Everybody Say Kungdari,"Life, Drama, Family",
Iron Lady Cha,"Comedy, Romance, Drama, Family, Melodrama",
"TV Novel: Waves, Waves","Family, Melodrama",
In Your Dream,"Romance, Drama","Prime Video, Tubi, Kocowa"
Uigeumbu,"Romance, Youth",
Color Prison,"Romance, Youth",
Miss Kim's Secret Life Season 2: Consumption,Comedy,
Artist Disappearance Case,"Adventure, Thriller, Mystery, Fantasy",
Translation-Needed Love Season 3,"Comedy, Romance",
Happy Talk Season 2,Comedy,
Lululala Pawn Shop,"Comedy, Fantasy",
Winter Vacation,"Romance, Youth",
Love Intern Choi Woo Sung,"Comedy, Romance",Vanilasee
The Reason I Hate You,"Comedy, Romance, Youth",Kocowa
Case Cell Division,"Business, Comedy, Romance",Apple TV
Hello Busking,"Comedy, Romance, Youth, Drama",
Secrets and Lies,"Business, Romance, Melodrama",
My Sister Season 2,"Youth, Family",CheezeFilm
Listen To Her Heart,"Romance, Drama",
Best Teamwork,"Romance, Life, Youth",
TV Novel: A Sea of Her Own,"Drama, Family, Melodrama",
Wanna Sleepover Season 2,"Romance, Drama",
Hororong Story,Comedy,
I Don't Care,"Thriller, Romance",KOK TV
You Are a Gift,"Romance, Drama, Melodrama",
Ply Friends: Seoyeon University Class of '22,"Romance, Youth",
Cheeze Go,"Life, Youth",CheezeFilm
Sweet and Salty Fairy,"Comedy, Romance, Youth, Fantasy",
Re: Search,"Life, Youth",
Hearts and Hari,"Horror, Comedy, Romance, Supernatural",Tooniverse
Twist Beauty,Drama,
Beautiful You,"Romance, Family",
Return Love,Romance,
A Double Table,"Comedy, Romance",
Usual Yet Unusual Season 2,"Romance, Drama",
Horror Monday,Horror,
Mr. Lee,"Mystery, Romance",Kakao TV
International Student Haha Introduction,"Comedy, Romance",
My YouTube Diary Season 2,"Comedy, Romance, Youth",Tooniverse
MBTI Love,"Romance, Youth",
My Boss Is a Million YouTuber,"Comedy, Drama",
Phoenix 2020,"Business, Romance, Drama, Melodrama","Viki, Kocowa"
Usual Yet Unusual,"Romance, Drama",
Yeokkeuni Season 3,Life,
You Don’t Even Know The Taste of Americano,"Romance, Youth",
Bamboo Forest,Youth,
Translation-Needed Love,"Comedy, Romance",
To Be Honest,"Youth, Drama",KOK TV
LOVE-Imong Season 2,"Romance, Youth",
Do You Want to Play the Truth or Dare with Me? Reboot,"Comedy, Romance",
MU:D Vol. 1,"Romance, Drama",
Between Friends,Romance,
Ready for Start - Vol. 1,"Business, Comedy, Drama",
It Was Spring,"Comedy, Romance, Youth, Drama",
Love Security,"Thriller, Comedy, Romance",AsianCrush
A Guy Friend 14 Days Before,"Romance, Youth",
My YouTube Diary,"Life, Youth",Tooniverse
We Only See Each Other at Night,"Romance, Drama",
You I Didn't Know,"Comedy, Romance, Youth","Viki, Kocowa"
I'm a Hero,Drama,
Sympathy,"Romance, Youth",CheezeFilm
Special Record on Earth,Drama,
Why Do Women Always Get Upset?,"Comedy, Romance, Life, Drama",
School of Start,"Youth, Drama",
Sweat Romance,Romance,
Sweat Romance Season 2,Romance,
A Special Meal of the Weirdo 'Nara',"Food, Historical, Drama",
Idol and I,Romance,
The Girls on the Phone,"Comedy, Life, Youth, Drama",
Always Springtime,"Romance, Drama, Family, Melodrama",
Witch's Castle,"Romance, Drama, Family, Melodrama",
Calm Down Cheon Doong,Drama,
Why Opposites Attract,,
Clumsy Love,"Romance, Youth, Drama",
Intern Z,"Comedy, Life, Drama",
I'm Not a Girl Anymore,Romance,
Aim High,"Youth, Drama",
Campus Freshman,"Comedy, Youth",
Lies of Spring,Romance,AsianCrush
Youn Hee's Love,Romance,
Office Record,Drama,
When the Apple of Eye Shattered,Comedy,
Yunseul,"Historical, Romance, Fantasy",
Jo Mi Ryo,"Food, Drama, Fantasy",
Bunny Bunny,"Adventure, Comedy, Fantasy",
Autumn Blossom,Romance,
Heroes,"Youth, Supernatural",Viki
Love on Green,"Comedy, Romance, Sports",
Begin Now,Romance,
"Revive Hope, Mister Go Yong",Drama,
Dance No.15,"Life, Youth",
"Oh, Yeojeong: Busan",Romance,
"Eat, Fight, and Live Together","Food, Romance",
We Are Alone,"Romance, Drama",
House of Kok,Comedy,KOK TV
VB Travel Agency,"Romance, Life",
A Successful Geek,"Comedy, Drama",
The Best Day,"Romance, Drama",
Yeokkeuni Season 2,Life,
Ongoing Loved One,"Romance, Youth, Fantasy",
Dream Change Laundromat,"Mystery, Romance, Fantasy",Prime Video
Wanna Sleepover,"Romance, Drama",
Campus Romance Today's Drinking Diary,"Comedy, Life, Youth",Vanilasee
Some Light,"Music, Romance",Kocowa
"Pro, Teen","Youth, Drama",
Straight Sassy,Comedy,
Do You Know Love?,"Comedy, Romance, Fantasy",Kocowa
My Lovely Caffeine,Romance,
Civil Service Exam Student,"Life, Youth",
Welcome to Amazon,Drama,
Something Music Season 2,"Music, Drama",
Cinema Club,Youth,
The Price of a Life,,
Kazua Library,"Thriller, Comedy, Supernatural",
One's Own Love,"Romance, Youth, Drama",
Yeokkeuni,"Romance, Drama",Vanilasee
From Classmate to Roommate,"Comedy, Romance, Youth",
Ask Miss Shin,"Drama, Supernatural",
"Yum Yum, How Tasty! 2",Food,Vanilasee
Paparazzi Girlfriend,"Comedy, Romance, Drama",AsianCrush
Scene and Box: Season of Love,Romance,
"Yum Yum, How Tasty!",Food,Vanilasee
I'm Watching You,Crime,
Fall In Love With Your Coffee,Life,
"City's Night, Star","Business, Romance, Drama",
New Recruit Season 2,"Military, Comedy, Drama",
Love is Actually With You,Romance,AsianCrush
Deoksaeng Reversal,"Youth, Drama",
The Supernatural Agent,"Thriller, Mystery, Fantasy, Supernatural",TVING
Null Maybe,Drama,
No Bad Days Season 2,"Romance, Drama",
"Yes, I See","Romance, Youth, Drama",
Sweaty House,,
Shall We Link Season 2,"Romance, Youth",
Secret Friend,Youth,
"Sure, Sure","Comedy, Romance, Drama",AsianCrush
Once Upon a Time in Gwangju,"Historical, Drama",
Living With a Ghost,"Horror, Comedy, Romance, Supernatural",
Shall We Link,"Romance, Youth",AsianCrush
Someday,"Romance, Youth",AsianCrush
Sugar Coating,"Romance, Life, Youth, Drama",
Cramped Love,Romance,
Scene and Box,"Romance, Youth",
My Neighbor Soo Jung,"Romance, Drama",
My Mukbang Diary,"Food, Youth",Tooniverse
Someday Office,Romance,
"Bamboo: 9pm, Please Tell My Story",Romance,
Still You,Romance,
Love On Live,Romance,
Hello! This Is Starbucks,Life,
Fool And Idiot,"Comedy, Romance",
10000 Ways to Become a Couple,Romance,Prime Video
Coffee Love Coffee Season 2,Romance,
Unrealistic Youtuber,Comedy,
Welcome to the Sandbox,"Romance, Drama",CheezeFilm
"Worth Love, Bo Ram","Comedy, Romance",
Loan to You,"Business, Comedy",
Something Unique,Drama,
Coffee Love Coffee,Romance,
Company Romance,Romance,
Happy Talk,Comedy,
No One Special,"Romance, Drama",
Snow Blossom,"Romance, Life, Youth",
Twenty: Moon,Romance,CheezeFilm
Sungkyunkwan Romance,"Romance, Youth",
The Girls Double Life,"Music, Romance, Drama",
A Day of Dating,"Romance, Life, Drama",
The Sloppy Life Of Kang Dae Choong,"Romance, Life",
Painless Youth,"Youth, Drama",
Drama Made with You,"Romance, Youth",
A Madly Realistic Story,"Romance, Youth",
Only Boy,Comedy,
Scene and Box Season 2,Romance,
Wharf Roach,"Thriller, Sci-Fi",
Fancafe,"Comedy, Romance, Youth",AsianCrush
Straight Sassy Season 2,Comedy,
To You Who Begins to Love,"Romance, Drama, Melodrama",
Motae Solo,Romance,
Between,"Romance, Youth",CheezeFilm
On the Turf,Romance,
Take It or Leave It,"Romance, Drama",
Engineering Sensibility,Romance,
Descendants of the Airport,"Romance, Drama",
Kiss Me If You Can,Romance,
Night of Love,"Mystery, Romance",
Miss Kim's Secret Life,Comedy,
Rinza Noodle House,"Romance, Fantasy",
"Idol, Protect The World","Comedy, Fantasy",
Zero Ability for Dating,Romance,
Jeju Sea Water,Fantasy,
Global Travel Agency Gaboiso,"Comedy, Sitcom",
Temperature: First,Romance,CheezeFilm
Rickety Rackety Family,"Comedy, Drama, Family",
The Escape Story of a Plastic Spoon,,
"Now, Parliament Is 36.5",Political,
Secretly Sweetly Season 2,"Thriller, Mystery",
Mr. Kang,"Comedy, Life, Drama",
Artificial Intelligence Hamlet,Business,
My 100th Election,"Life, Youth",
Armored Saurus,"Action, Adventure, Tokusatsu, Sci-Fi",Netflix
Real Siblings,Comedy,
Meeting Plaza,"Comedy, Romance, Youth, Melodrama",
I'm Not a Loser,Drama,
Club Room B102,"Romance, Drama",
Part-time Student,Romance,
"If in Love, Choose an Ordinance?!",Political,
Love Assistant,Romance,
"So Handsome Man, Si Bel Homme","Comedy, Youth",Kakao TV
King of Convenience,"Comedy, Sitcom",
LOVE up-date,"Romance, Drama",
Go With,"Drama, Family",
ShorTest,,
One Fun Girl,"Action, Comedy, Fantasy, Sitcom",
Calm Down,Life,
The Worst Break-up in My Life,"Romance, Drama",
Cheol Soo And O2,Drama,
Goblin's Light,Romance,
Unwrap the Age of 13,"Life, Youth",
A Day for Romance,Drama,
Artist Grandma,"Adventure, Comedy",AsianCrush
Simple Relatable Drama,"Life, Youth",
Youth Syndrome,"Comedy, Romance",Kocowa
At First Sight,"Romance, Drama",
Crow Building,,AsianCrush
Oh! Grandmas,"Drama, Family",
Employment War Season 2,"Comedy, Life",AsianCrush
Bo Ra! Deborah,"Comedy, Romance, Life, Melodrama","Prime Video, TVING"
The Witch Store Reopening,"Comedy, Romance, Youth, Fantasy",Viki
Love Is Right,"Music, Romance",
Rose Mansion,"Thriller, Mystery",TVING
Time of Memory,"Romance, Fantasy","Apple TV, Viki"
I'm Not a  Loser,Drama,
Sungkyunkwan Romance,"Romance, Youth",
Summer Love,Romance,
Kkondae  Intern,"Business, Comedy, Life, Drama","Netflix, WeTV, Viki, VIU Indonesia, Kocowa"
I  Can See Your MBTI,"Romance, Youth",
